"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"hsa-miR-27b-3p",122224.703892997,-0.382337994569677,0.156427643661315,-2.4441843245909,0.0145180070236968,0.0730583579257001
"hsa-miR-744-5p",4094.14833393824,0.445374911042649,0.186737144132459,2.38503653417089,0.017077425305783,0.0845739158000682
"hsa-miR-106a-5p",2721.88803073314,-0.419722848542772,0.183062565674488,-2.29278360103999,0.0218604666036593,0.104991117266441
"hsa-miR-145-3p",57.4361302214545,-4.08015890105273,1.78298100202633,-2.28839168584281,0.0221147213896998,0.104991117266441
"hsa-miR-486-5p",60.5031286272192,-0.726294055296223,0.317607924804565,-2.28676301368468,0.0222096594217471,0.104991117266441
"hsa-miR-449c-5p",109.347533237659,-0.570080843975969,0.256519353773321,-2.22236971826981,0.0262583300545939,0.122277596672139
"hsa-miR-145-5p",156.598552480353,-4.33796035989765,1.96047215681098,-2.21271204736415,0.0269175042808046,0.12350384317075
"hsa-miR-20b-5p",4469.75605520078,-0.388368107608621,0.176259312749442,-2.20339057012379,0.0275672322617266,0.124651832835633
"hsa-miR-769-5p",2178.27906275387,0.286568864476763,0.133368327330858,2.14870254588893,0.0316579867573964,0.137184609282051
"hsa-miR-26b-5p",11074.5222269287,0.271112618629664,0.126089089210092,2.150167158222,0.0315419949286638,0.137184609282051
"hsa-miR-24-2-5p",2101.83019963108,0.41457493742475,0.192057970899791,2.15859271803439,0.0308817781993928,0.137184609282051
"hsa-miR-199a-3p",148.685223656595,-0.691482049308617,0.325386289478616,-2.12511120372225,0.0335773349354752,0.143508609587236
"hsa-miR-24-1-5p",452.359546020272,-0.398271451950118,0.191856777755234,-2.07587897915299,0.0379051453426937,0.159816288471898
"hsa-miR-31-5p",3756.09009224437,0.317127651904368,0.153274518631829,2.06901743835269,0.0385444503269564,0.160344913360138
"hsa-let-7g-5p",71473.2631725278,0.226745194132729,0.109969834334681,2.06188538433781,0.0392186493513843,0.160395334732794
"hsa-let-7f-2-3p",210.870615787964,0.364632106105726,0.177173062329315,2.05805612496541,0.0395847460718754,0.160395334732794
"hsa-miR-3074-3p",328.020107696099,-0.40123002723377,0.199117594237816,-2.0150405531445,0.0439004001392523,0.161140292275844
"hsa-miR-21-3p",2434.55886531639,0.294018777300433,0.145728925347318,2.01757322096278,0.0436357281626638,0.161140292275844
"hsa-let-7i-5p",44198.4579311746,0.230130338158473,0.113001404897107,2.03652634556196,0.0416975303640676,0.161140292275844
"hsa-miR-25-3p",11321.0641097495,-0.223276065625134,0.110090811555414,-2.02810809068064,0.0425492173568229,0.161140292275844
"hsa-miR-455-3p",63.9802976516876,0.633326927539428,0.310226731466543,2.04149695464825,0.041201456265694,0.161140292275844
"hsa-miR-30c-5p",9401.92731978005,0.271124604431035,0.133080614872143,2.03729600055965,0.0416203883917027,0.161140292275844
"hsa-miR-450b-5p",973.462473828993,0.358822978693618,0.177721650882238,2.01901668655656,0.0434854851875696,0.161140292275844
"hsa-miR-424-5p",278.323388295014,0.377043472566901,0.186817936378934,2.01824021758875,0.0435662494837114,0.161140292275844
"hsa-miR-362-5p",385.402846130216,-0.350154415565696,0.175968366165544,-1.98987137970176,0.0466051058434872,0.169078988641489
"hsa-miR-425-3p",465.2299970776,0.314860453616644,0.160340623353307,1.96369732779981,0.0495652026904261,0.171035896476222
"hsa-miR-509-5p",65.0310841959863,-0.639406750613862,0.324828302416854,-1.96844531666858,0.0490168221141595,0.171035896476222
"hsa-miR-509-3-5p",140.047322181014,-0.445894901646092,0.226967316447886,-1.96457758158529,0.0494631487983293,0.171035896476222
"hsa-miR-625-3p",144.162632146892,0.426152653865645,0.217839674044125,1.95626740507941,0.05043366178145,0.171035896476222
"hsa-miR-331-3p",274.731080725046,0.421918972127783,0.215413616838643,1.95864578256361,0.0501542839888324,0.171035896476222
"hsa-miR-501-3p",324.019968833203,-0.299278837802792,0.151434506895845,-1.97629221990094,0.0481216902661382,0.171035896476222
"hsa-miR-191-5p",17646.4016451755,0.30513977402983,0.156703258914717,1.94724587186727,0.0515052645959993,0.172791855418836
"hsa-miR-196a-3p",383.405486555702,0.414024287332964,0.214632322810809,1.92899318197247,0.0537317086516536,0.178343543609744
"hsa-miR-29a-3p",56520.2238501517,0.21107084915657,0.111026706116149,1.901081789599,0.057291300445296,0.188156691988762
"hsa-miR-338-5p",240.536184914528,0.387792416646766,0.205789831375312,1.88441000245305,0.059509537896873,0.1894589369778
"hsa-miR-138-5p",425.275872050758,0.309039688541454,0.163684553850746,1.88801986058653,0.0590232842453082,0.1894589369778
"hsa-miR-199b-3p",74.0232429900542,-0.692183819704587,0.366986957788404,-1.88612648219418,0.0592779124535528,0.1894589369778
"hsa-miR-651",145.2873682666,-0.444917419259068,0.238126558265485,-1.86840738177148,0.0617053089388528,0.194465216049718
"hsa-miR-23b-5p",70.8233087686749,-0.50173870243229,0.270855452595958,-1.85242238110209,0.0639651938973463,0.199571404959721
"hsa-miR-423-3p",18007.3139663663,0.211527141234386,0.114743937470815,1.84347117500815,0.065260246539355,0.201596009111671
"hsa-miR-200c-3p",76828.8224965013,0.262022756861665,0.145163386581017,1.80501959228836,0.0710716162148241,0.21528489571869
"hsa-let-7d-3p",1879.97984123085,-0.242412930193256,0.13425057957243,-1.80567511116383,0.0709691025345333,0.21528489571869
"hsa-miR-3065-3p",248.052521742544,0.35668236885297,0.199536613137669,1.78755348827575,0.0738480752052539,0.221544225615762
"hsa-miR-378d",58.595607312934,-0.508464837780269,0.288198341855614,-1.76428786684348,0.0776835256840776,0.230831047746973
"hsa-miR-23b-3p",6928.23425944918,-0.314876848085586,0.178918471677091,-1.75989010600241,0.0784264412034532,0.23084009108941
"hsa-miR-132-5p",326.561703314921,0.472341786630699,0.269869391624363,1.75026068642924,0.0800733413348153,0.233484883144508
"hsa-miR-330-5p",495.368747967151,-0.25869017283803,0.148607209069395,-1.74076462681719,0.0817248447858123,0.236093996047902
"hsa-miR-126-3p",9451.86715859649,0.365259262247073,0.211740920753986,1.72502915802211,0.0845222179306656,0.240377951766571
"hsa-miR-215",1775.23713161274,-0.34421928958317,0.19968932992149,-1.72377407304889,0.0847486368407781,0.240377951766571
"hsa-miR-146a-5p",6994.22454516021,-0.399444531418148,0.237562498665435,-1.68142923930386,0.092679570120252,0.260504737635303
"hsa-miR-3184-5p",16227.0608850793,0.189897747552497,0.114235352955291,1.66233781959616,0.0964450587911514,0.268668378061064
"hsa-miR-10b-5p",19332.5319658461,0.314917155461542,0.191480059053047,1.64464726519798,0.100042573727983,0.276223743390538
"hsa-let-7b-3p",388.963542625337,0.286595356445764,0.175248627924849,1.63536433830833,0.101972693566941,0.279083161341102
"hsa-miR-32-5p",3653.73266531294,-0.206886326544909,0.127724358473721,-1.61978755671319,0.105277920161198,0.285623574698208
"hsa-let-7b-5p",24984.1842676504,0.20189696934087,0.12540583672651,1.60994874410172,0.107409046409098,0.288893297238263
"hsa-miR-20a-5p",33031.5262793066,-0.214130921124573,0.134176625025692,-1.59588841263202,0.110513709025233,0.294703224067288
"hsa-miR-200b-3p",99084.9483716217,0.277243860527733,0.175764611483971,1.57735882204602,0.114712984684267,0.303308908656707
"hsa-miR-155-5p",11644.8413930883,0.183054915815471,0.116792962803069,1.56734542409143,0.117033973226166,0.306845375181208
"hsa-miR-1296",83.4864971768414,0.388239498379927,0.249277353899711,1.55745996299416,0.11936131914673,0.307774641105618
"hsa-miR-340-5p",10444.1798680132,0.173421681017022,0.111112454974136,1.56077625192774,0.118576552575441,0.307774641105618
"hsa-miR-484",1944.81757558614,0.265599042159834,0.173959835753987,1.52678370273609,0.126814805427037,0.324313272895374
"hsa-miR-18a-3p",261.585433039606,-0.324625879859647,0.21370300947623,-1.51905151291636,0.128749530092548,0.326584173893292
"hsa-miR-744-3p",85.8578912876818,0.445696187256351,0.294418652271473,1.51381776873766,0.130072064692235,0.327278098257881
"hsa-miR-27a-5p",571.716490563319,0.323131525655847,0.215946427782962,1.49635040955904,0.134562365183464,0.335867663497926
"hsa-miR-532-3p",147.628328030741,-0.349142271605859,0.234732744848928,-1.48740335239791,0.136908312025359,0.339011058348507
"hsa-miR-561-5p",118.818038619584,0.323694567163208,0.221512857016787,1.46129020013803,0.14393581811343,0.353606104341654
"hsa-miR-378i",147.148907406895,-0.301538268795702,0.209032460875452,-1.44254278753083,0.149149310056541,0.363551443262819
"hsa-miR-128",5309.52011715147,-0.232095662007816,0.168389736614102,-1.37832427720763,0.168103190919936,0.376879362980134
"hsa-miR-1287",108.433306646904,0.358782591874702,0.258092361519856,1.39013254697621,0.164488631636026,0.376879362980134
"hsa-miR-200b-5p",416.870613065962,0.283641980765399,0.203935237238915,1.3908434099258,0.164272916243455,0.376879362980134
"hsa-miR-103a-3p",38494.767839541,0.200693291405222,0.145952282641448,1.37506099783484,0.169112534670573,0.376879362980134
"hsa-let-7f-5p",141266.317896214,0.148674257002873,0.107485562240108,1.38320211481757,0.166602901474277,0.376879362980134
"hsa-miR-335-3p",4958.52976789998,-0.166043117010498,0.118041181943946,-1.40665413778512,0.159529971333892,0.376879362980134
"hsa-miR-125a-5p",9517.63337251943,0.228126202180414,0.161978904237823,1.40836983219414,0.159021587391303,0.376879362980134
"hsa-miR-10b-3p",71.2100617509759,0.364156586144343,0.263583300327532,1.38156167591739,0.167106328115692,0.376879362980134
"hsa-miR-31-3p",149.447531296518,0.291068786452388,0.210954864310464,1.37976807220724,0.167658066031023,0.376879362980134
"hsa-miR-98-5p",7650.24624191868,0.214199826885692,0.154929377300073,1.38256430522419,0.16679850024489,0.376879362980134
"hsa-miR-25-5p",106.933960956799,-0.360830651121267,0.25684481780883,-1.40485859983297,0.160063329534746,0.376879362980134
"hsa-miR-103b",38494.767839541,0.200693291405222,0.145952282641448,1.37506099783484,0.169112534670573,0.376879362980134
"hsa-miR-151a-3p",15526.2117641515,0.2975849285784,0.21728641723137,1.36955145365358,0.170826962623551,0.378000087507431
"hsa-miR-514a-3p",610.517902918399,-0.262397073412865,0.192479455541459,-1.36324717188503,0.172804625121194,0.379683401674735
"hsa-miR-30d-5p",56938.6539052306,0.201936788542908,0.150049086282827,1.34580485323501,0.178365459855271,0.382664346335192
"hsa-miR-23a-3p",7675.3026218026,0.235733041422693,0.174021601811422,1.35461942062885,0.175538842705912,0.382664346335192
"hsa-miR-18b-5p",133.542892811954,-0.369613616642142,0.275162480760127,-1.34325586693759,0.179189137256699,0.382664346335192
"hsa-miR-3143",66.0313257126438,-0.429021800325851,0.318528004961248,-1.34688879358675,0.178016051274111,0.382664346335192
"hsa-miR-421",626.897208930032,-0.200937440902845,0.149969985533697,-1.339851038778,0.180293778561773,0.382664346335192
"hsa-miR-15a-5p",492.013666319629,-0.355009925737389,0.266456882010003,-1.33233535970019,0.182750012748915,0.385256783632848
"hsa-miR-17-5p",16906.7515378053,-0.212586393822332,0.162288170638972,-1.309931543287,0.190218995091428,0.387897558617814
"hsa-miR-625-5p",114.515143546081,0.298734637891608,0.227212282401713,1.31478208279006,0.188583150747159,0.387897558617814
"hsa-miR-365b-3p",206.8169209567,-0.287168058679947,0.218337406900115,-1.31524901187143,0.188426228083592,0.387897558617814
"hsa-miR-365a-3p",206.8169209567,-0.287168058679947,0.218337406900115,-1.31524901187143,0.188426228083592,0.387897558617814
"hsa-miR-454-3p",840.93533468365,-0.173797781881185,0.132518991951032,-1.31149338915441,0.189691125754641,0.387897558617814
"hsa-let-7a-3p",3103.62595148992,0.206570347840714,0.15954179314237,1.29477263463109,0.195398674788278,0.395872639830797
"hsa-miR-340-3p",875.392903861609,0.27318079434877,0.21729651056906,1.25717984901533,0.208688518377388,0.420069791830613
"hsa-miR-140-5p",751.3606896924,0.208363430871013,0.168082322517493,1.23965106948904,0.21510448259102,0.424451513698284
"hsa-miR-30a-5p",10867.2115031312,-0.171566571084988,0.137673222906428,-1.24618693063935,0.21269577602156,0.424451513698284
"hsa-miR-3200-3p",237.984120109527,0.217200295447989,0.176167878160745,1.23291656637769,0.217606894015322,0.424451513698284
"hsa-miR-423-5p",3255.61975006358,0.1474885351374,0.12086618863332,1.22026297681022,0.222365199976883,0.424451513698284
"hsa-miR-3184-3p",3255.61975006358,0.1474885351374,0.12086618863332,1.22026297681022,0.222365199976883,0.424451513698284
"hsa-miR-9-5p",22308.1632045991,0.18108862926378,0.147749613022652,1.22564537096971,0.220332156182565,0.424451513698284
"hsa-miR-28-5p",725.657326059829,0.219092336988691,0.179834137197133,1.21830226676331,0.223109128995252,0.424451513698284
"hsa-miR-660-5p",1341.89770522139,-0.176315456544818,0.143928324622551,-1.22502264239649,0.220566689507486,0.424451513698284
"hsa-miR-181a-5p",39468.6688034809,0.20342474874095,0.165698526370508,1.22767989068343,0.219567158207713,0.424451513698284
"hsa-miR-339-3p",613.493849272591,0.237189749783388,0.196872115542122,1.20479098388436,0.228284001481218,0.431664293709939
"hsa-miR-5010-3p",83.9716000562103,0.306395822741273,0.257607721648836,1.18938912537312,0.234286578094056,0.440345857622564
"hsa-miR-548o-3p",60.5813785644925,0.375432370249168,0.31976101464663,1.17410301147581,0.240353767397288,0.44637128230925
"hsa-miR-188-5p",119.844434979785,-0.257239351799123,0.218670609801592,-1.17637826149809,0.239443754585772,0.44637128230925
"hsa-miR-224-5p",3464.08874345487,-0.19208281369825,0.165014305980318,-1.16403733941201,0.244408880126197,0.451216394079133
"hsa-miR-1248",141.582428500862,-0.259269539165494,0.228221008978486,-1.13604588957862,0.255937359265073,0.459113365149989
"hsa-miR-301a-3p",204.619791383358,-0.23849055839108,0.210319244333077,-1.13394548914121,0.256817414245183,0.459113365149989
"hsa-miR-140-3p",1252.40888344756,0.188469964049628,0.165886051679604,1.13614111699785,0.255897509267642,0.459113365149989
"hsa-miR-500a-3p",560.074639998457,-0.151625661472885,0.133390070540193,-1.13670875844689,0.255660056721109,0.459113365149989
"hsa-miR-27a-3p",64683.7920647379,0.156314589590125,0.13804865195526,1.13231521913582,0.257501933932986,0.459113365149989
"hsa-miR-181a-2-3p",300.491653378478,-0.249609848099493,0.220448303251382,-1.13228291811735,0.257515509298872,0.459113365149989
"hsa-miR-328",126.439273911779,0.243811991518875,0.220758890077962,1.10442660512006,0.269408125086492,0.469223596036316
"hsa-let-7c",758.621268164477,-0.197573526900241,0.179377743922477,-1.10143835338696,0.270705920790182,0.469223596036316
"hsa-miR-200a-3p",116797.017435311,0.124998707221245,0.112961972208847,1.10655563794641,0.268486096283407,0.469223596036316
"hsa-miR-95",1902.65659558652,0.200094751792942,0.180928414755294,1.10593326130431,0.268755406975742,0.469223596036316
"hsa-miR-664a-3p",92.2542073335367,0.301180047618199,0.27205217533111,1.10706722801109,0.268264863265628,0.469223596036316
"hsa-miR-941",336.523925036514,0.173125451347857,0.164821424263752,1.05038196412389,0.293542534506395,0.503215773439534
"hsa-miR-130b-5p",1221.35560080267,-0.171184568678777,0.162830473825937,-1.05130547529924,0.293118313190682,0.503215773439534
"hsa-miR-576-5p",128.38445008822,0.237425464622926,0.2288975403801,1.03725651323586,0.299616326677775,0.510821278270305
"hsa-miR-335-5p",1008.44454364475,-0.156467285372486,0.151470234888831,-1.03299031316168,0.301608431899562,0.511422993220997
"hsa-miR-7-1-3p",111.499512998205,-0.287155441410733,0.279687765363068,-1.02670004545237,0.304561727889754,0.512482505958905
"hsa-miR-615-3p",4250.55311819194,0.18681103306119,0.182313171681756,1.02467107196887,0.305518417013963,0.512482505958905
"hsa-miR-196a-5p",3907.23845200232,-0.125851071298738,0.12432796133226,-1.01225074351865,0.311418179526346,0.519585411830053
"hsa-miR-149-5p",1450.02898423839,0.181052783883427,0.179487102060425,1.00872308820538,0.313107455784797,0.519625139387536
"hsa-miR-30a-3p",373.077320042676,-0.162306985337481,0.162015814960148,-1.00179717256248,0.316441563092553,0.522379723200405
"hsa-miR-181a-3p",1067.76818156145,0.145435304478701,0.145782598616176,0.997617725704086,0.318464762376099,0.522952662428121
"hsa-miR-429",40764.5310265776,0.114035569929308,0.116323666692377,0.980329911976378,0.32692329416781,0.534031768483543
"hsa-miR-200a-5p",4287.83342735597,0.258434208661843,0.264614096444091,0.976645659224911,0.328744606265118,0.534209985180817
"hsa-miR-186-5p",10228.6922117999,-0.129841624973823,0.135867780351441,-0.955646913771382,0.339250651166835,0.545598985381713
"hsa-miR-324-3p",84.7943162470049,-0.239013739179098,0.249567752786948,-0.957710828061749,0.338208595127899,0.545598985381713
"hsa-miR-452-5p",1326.78713185636,-0.153457221905088,0.164665586373799,-0.931932562744063,0.351371377960587,0.562194204736939
"hsa-miR-4521",60.4723173226467,-0.292487539318124,0.31694821323649,-0.922824382984878,0.356098731932379,0.566851042667868
"hsa-miR-3607-3p",255.66599950839,0.196665555583948,0.221318736877549,0.88860779868249,0.374213898337819,0.586707217494471
"hsa-miR-374b-5p",2150.9163946135,-0.162345471390517,0.182588633949325,-0.889132405884443,0.373931924748576,0.586707217494471
"hsa-miR-374c-3p",2150.9163946135,-0.162345471390517,0.182588633949325,-0.889132405884443,0.373931924748576,0.586707217494471
"hsa-miR-5701",79.0310470026157,0.256688710509636,0.291600178419724,0.880276246402578,0.378709677348028,0.590787096662923
"hsa-miR-181b-5p",11669.5875109246,-0.104849904180329,0.12431917369524,-0.843392865829059,0.399008760555474,0.619356882056258
"hsa-miR-502-3p",344.8819457125,-0.142297580278423,0.172475403683725,-0.825031147857814,0.40935390725162,0.632269401299531
"hsa-miR-29c-3p",218.819668023268,0.146639546081272,0.179381486666436,0.817473133969234,0.413658096428186,0.632653559243107
"hsa-miR-3144-3p",128.014309488365,0.177393599487255,0.216399108720119,0.819751987595696,0.412357506653074,0.632653559243107
"hsa-miR-1307-3p",4344.81918996579,0.165904915807464,0.205213529364705,0.808450185136759,0.418831471889376,0.635837891136178
"hsa-miR-141-5p",401.861604624595,0.174584296826619,0.217248987564533,0.803613857002487,0.421620017795344,0.635837891136178
"hsa-miR-363-3p",16440.8883881474,-0.144351293343692,0.179718237843697,-0.803208929019417,0.421853985465349,0.635837891136178
"hsa-miR-1252",118.964161937639,0.172933506143965,0.217521214796548,0.795019034376546,0.426602429976453,0.636841905036619
"hsa-miR-106b-5p",4211.811868703,-0.122619476760408,0.153788253091931,-0.797326676746296,0.425261331090086,0.636841905036619
"hsa-miR-126-5p",717.904074169473,0.146137580749949,0.18506284288746,0.789664626728005,0.429723654797967,0.638446572842694
"hsa-miR-30e-5p",15019.0784567464,0.0834050870593164,0.106695412411284,0.781712026547223,0.434383832158175,0.63928186619505
"hsa-miR-93-5p",11928.2333759531,-0.106448309328817,0.135666178571706,-0.784634095612516,0.432668133399054,0.63928186619505
"hsa-miR-330-3p",639.005856903017,-0.109587516539241,0.145726095619494,-0.752010242732267,0.452044899130336,0.647319214226101
"hsa-miR-342-3p",351.858316117273,0.119192526083884,0.158142785103724,0.75370195362189,0.451028208552372,0.647319214226101
"hsa-miR-181d",167.85361876743,-0.165192033124596,0.220800005006685,-0.748152306969356,0.454368294601013,0.647319214226101
"hsa-miR-185-5p",2192.28134089927,0.104820055697733,0.136975581012881,0.765246293701622,0.444124897870155,0.647319214226101
"hsa-miR-374a-5p",1425.69891030668,-0.177033171031989,0.235429727499432,-0.751957592239137,0.452076561989094,0.647319214226101
"hsa-miR-203b-3p",235.30770542551,0.132345404393844,0.176703386423019,0.748969259010214,0.453875734047756,0.647319214226101
"hsa-miR-135b-3p",241.071050033007,-0.138027293079616,0.181939586924572,-0.758643544336717,0.448065817041648,0.647319214226101
"hsa-miR-549a",71.7429538077125,-0.219251208649247,0.296403961411888,-0.739704043106807,0.459479594292862,0.651625606451695
"hsa-miR-92a-1-5p",70.454037061515,-0.233773166941708,0.321260887639141,-0.727673912189075,0.466813223554906,0.659030433253984
"hsa-miR-296-5p",106.441126906128,-0.211024266160382,0.294057422923526,-0.717629448229442,0.472985795181852,0.65999446674964
